id,title,pdf_path,year
1203.0203v1,"Fast Reinforcement Learning with Large Action Sets using
  Error-Correcting Output Codes for MDP Factorization",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.0203v1.pdf,2012
1203.0683v3,A Method of Moments for Mixture Models and Hidden Markov Models,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.0683v3.pdf,2012
1203.1596v2,Multiple Operator-valued Kernel Learning,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.1596v2.pdf,2012
1203.2177v1,Regret Bounds for Deterministic Gaussian Process Bandits,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.2177v1.pdf,2012
1203.2570v1,Differential Privacy for Functions and Functional Data,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.2570v1.pdf,2012
1203.3461v1,Robust Metric Learning by Smooth Optimization,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.3461v1.pdf,2012
1203.3462v1,Gaussian Process Topic Models,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.3462v1.pdf,2012
1203.3468v1,Bayesian Rose Trees,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.3468v1.pdf,2012
1203.3472v1,Super-Samples from Kernel Herding,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.3472v1.pdf,2012
1203.3475v1,Inferring deterministic causal relations,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.3475v1.pdf,2012
1203.3476v1,Inference-less Density Estimation using Copula Bayesian Networks,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.3476v1.pdf,2012
1203.3483v1,Regularized Maximum Likelihood for Intrinsic Dimension Estimation,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.3483v1.pdf,2012
1203.3485v1,The Hierarchical Dirichlet Process Hidden Semi-Markov Model,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.3485v1.pdf,2012
1203.3486v1,"Combining Spatial and Telemetric Features for Learning Animal Movement
  Models",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.3486v1.pdf,2012
1203.3489v1,Bayesian exponential family projections for coupled data sources,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.3489v1.pdf,2012
1203.3491v1,Robust LogitBoost and Adaptive Base Class (ABC) LogitBoost,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.3491v1.pdf,2012
1203.3492v1,Approximating Higher-Order Distances Using Random Projections,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.3492v1.pdf,2012
1203.3494v1,Negative Tree Reweighted Belief Propagation,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.3494v1.pdf,2012
1203.3495v1,Parameter-Free Spectral Kernel Learning,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.3495v1.pdf,2012
1203.3496v1,Dirichlet Process Mixtures of Generalized Mallows Models,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.3496v1.pdf,2012
1203.3497v1,Parametric Return Density Estimation for Reinforcement Learning,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.3497v1.pdf,2012
1203.3506v1,"A Family of Computationally Efficient and Simple Estimators for
  Unnormalized Statistical Models",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.3506v1.pdf,2012
1203.3507v1,Sparse-posterior Gaussian Processes for general likelihoods,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.3507v1.pdf,2012
1203.3517v1,A Bayesian Matrix Factorization Model for Relational Data,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.3517v1.pdf,2012
1203.3521v1,Learning networks determined by the ratio of prior and data,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.3521v1.pdf,2012
1203.3522v1,Online Semi-Supervised Learning on Quantized Graphs,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.3522v1.pdf,2012
1203.3524v1,Speeding up the binary Gaussian process classification,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.3524v1.pdf,2012
1203.3532v1,"Learning Structural Changes of Gaussian Graphical Models in Controlled
  Experiments",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.3532v1.pdf,2012
1203.3533v1,Source Separation and Higher-Order Causal Analysis of MEG and EEG,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.3533v1.pdf,2012
1203.3534v1,"Invariant Gaussian Process Latent Variable Models and Application in
  Causal Discovery",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.3534v1.pdf,2012
1203.4422v1,"Semi-Supervised Single- and Multi-Domain Regression with Multi-Domain
  Training",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.4422v1.pdf,2012
1203.4597v1,"A Novel Training Algorithm for HMMs with Partial and Noisy Access to the
  States",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.4597v1.pdf,2012
1203.5181v1,$k$-MLE: A fast algorithm for learning statistical mixture models,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.5181v1.pdf,2012
1203.5438v1,"A Regularization Approach for Prediction of Edges and Node Features in
  Dynamic Graphs",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.5438v1.pdf,2012
1203.6130v1,Spectral dimensionality reduction for HMMs,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1203.6130v1.pdf,2012
1204.0047v2,A Lipschitz Exploration-Exploitation Scheme for Bayesian Optimization,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1204.0047v2.pdf,2012
1204.1276v4,Distribution-Dependent Sample Complexity of Large Margin Learning,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1204.1276v4.pdf,2012
1204.1624v1,UCB Algorithm for Exponential Distributions,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1204.1624v1.pdf,2012
1204.2069v4,"Asymptotic Accuracy of Distribution-Based Estimation for Latent
  Variables",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1204.2069v4.pdf,2012
1204.3523v1,Efficient Protocols for Distributed Classification and Optimization,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1204.3523v1.pdf,2012
1204.4710v2,Regret in Online Combinatorial Optimization,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1204.4710v2.pdf,2012
1204.5043v2,Sparse Prediction with the $k$-Support Norm,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1204.5043v2.pdf,2012
1204.5721v2,"Regret Analysis of Stochastic and Nonstochastic Multi-armed Bandit
  Problems",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1204.5721v2.pdf,2012
1204.6509v1,Dissimilarity Clustering by Hierarchical Multi-Level Refinement,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1204.6509v1.pdf,2012
1204.6583v1,"A Conjugate Property between Loss Functions and Uncertainty Sets in
  Classification Problems",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1204.6583v1.pdf,2012
1204.6703v4,A Spectral Algorithm for Latent Dirichlet Allocation,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1204.6703v4.pdf,2012
1205.0288v2,"A Randomized Mirror Descent Algorithm for Large Scale Multiple Kernel
  Learning",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.0288v2.pdf,2012
1205.1053v1,Variable Selection for Latent Dirichlet Allocation,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.1053v1.pdf,2012
1205.1240v1,Convex Relaxation for Combinatorial Penalties,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.1240v1.pdf,2012
1205.1496v2,Graph-based Learning with Unbalanced Clusters,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.1496v2.pdf,2012
1205.1782v2,"Approximate Dynamic Programming By Minimizing Distributionally Robust
  Bounds",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.1782v2.pdf,2012
1205.1828v1,"The Natural Gradient by Analogy to Signal Whitening, and Recipes and
  Tricks for its Use",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.1828v1.pdf,2012
1205.2171v2,A Generalized Kernel Approach to Structured Output Learning,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.2171v2.pdf,2012
1205.2599v1,On the Identifiability of the Post-Nonlinear Causal Model,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.2599v1.pdf,2012
1205.2604v1,The Infinite Latent Events Model,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.2604v1.pdf,2012
1205.2605v1,Herding Dynamic Weights for Partially Observed Random Field Models,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.2605v1.pdf,2012
1205.2608v1,"Temporal-Difference Networks for Dynamical Systems with Continuous
  Observations and Actions",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.2608v1.pdf,2012
1205.2609v1,Which Spatial Partition Trees are Adaptive to Intrinsic Dimension?,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.2609v1.pdf,2012
1205.2612v1,"Computing Posterior Probabilities of Structural Features in Bayesian
  Networks",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.2612v1.pdf,2012
1205.2614v1,Products of Hidden Markov Models: It Takes N>1 to Tango,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.2614v1.pdf,2012
1205.2623v1,Virtual Vector Machine for Bayesian Online Classification,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.2623v1.pdf,2012
1205.2626v1,Group Sparse Priors for Covariance Estimation,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.2626v1.pdf,2012
1205.2627v1,Domain Knowledge Uncertainty and Probabilistic Parameter Constraints,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.2627v1.pdf,2012
1205.2628v1,Multiple Source Adaptation and the Renyi Divergence,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.2628v1.pdf,2012
1205.2629v1,Interpretation and Generalization of Score Matching,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.2629v1.pdf,2012
1205.2640v1,Identifying confounders using additive noise models,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.2640v1.pdf,2012
1205.2650v1,Correlated Non-Parametric Latent Feature Models,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.2650v1.pdf,2012
1205.2653v1,L2 Regularization for Learning Kernels,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.2653v1.pdf,2012
1205.2658v1,Optimization of Structured Mean Field Objectives,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.2658v1.pdf,2012
1205.2660v1,Alternating Projections for Learning with Expectation Constraints,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.2660v1.pdf,2012
1205.2662v1,On Smoothing and Inference for Topic Models,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.2662v1.pdf,2012
1205.3181v1,Multiple Identifications in Multi-Armed Bandits,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.3181v1.pdf,2012
1205.4217v2,Thompson Sampling: An Asymptotically Optimal Finite Time Analysis,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.4217v2.pdf,2012
1205.4343v2,New Analysis and Algorithm for Learning with Drifting Distributions,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.4343v2.pdf,2012
1205.4656v2,Conditional mean embeddings as regressors - supplementary,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.4656v2.pdf,2012
1205.5075v2,Efficient Sparse Group Feature Selection via Nonconvex Optimization,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.5075v2.pdf,2012
1205.5819v2,"Measurability Aspects of the Compactness Theorem for Sample Compression
  Schemes",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.5819v2.pdf,2012
1205.6210v2,Learning Dictionaries with Bounded Self-Coherence,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1205.6210v2.pdf,2012
1206.0333v1,Sparse Trace Norm Regularization,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.0333v1.pdf,2012
1206.1088v2,"Bayesian Structure Learning for Markov Random Fields with a Spike and
  Slab Prior",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.1088v2.pdf,2012
1206.1106v2,No More Pesky Learning Rates,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.1106v2.pdf,2012
1206.1402v1,A New Greedy Algorithm for Multiple Sparse Regression,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.1402v1.pdf,2012
1206.1529v5,Sparse projections onto the simplex,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.1529v5.pdf,2012
1206.2248v6,Fast Cross-Validation via Sequential Testing,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.2248v6.pdf,2012
1206.2944v2,Practical Bayesian Optimization of Machine Learning Algorithms,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.2944v2.pdf,2012
1206.3072v1,"Statistical Consistency of Finite-dimensional Unregularized Linear
  Classification",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.3072v1.pdf,2012
1206.3137v1,Identifiability and Unmixing of Latent Parse Trees,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.3137v1.pdf,2012
1206.3231v1,CORL: A Continuous-state Offset-dynamics Reinforcement Learner,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.3231v1.pdf,2012
1206.3238v1,"Greedy Block Coordinate Descent for Large Scale Gaussian Process
  Regression",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.3238v1.pdf,2012
1206.3241v1,"Approximating the Partition Function by Deleting and then Correcting for
  Model Edges",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.3241v1.pdf,2012
1206.3242v1,Multi-View Learning in the Presence of View Disagreement,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.3242v1.pdf,2012
1206.3243v1,Bounds on the Bethe Free Energy for Gaussian Networks,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.3243v1.pdf,2012
1206.3247v1,Learning Convex Inference of Marginals,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.3247v1.pdf,2012
1206.3249v1,Projected Subgradient Methods for Learning Sparse Gaussians,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.3249v1.pdf,2012
1206.3252v1,Convex Point Estimation using Undirected Bayesian Transfer Hierarchies,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.3252v1.pdf,2012
1206.3256v1,Multi-View Learning over Structured and Non-Identical Outputs,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.3256v1.pdf,2012
1206.3257v1,Constrained Approximate Maximum Entropy Learning of Markov Random Fields,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.3257v1.pdf,2012
1206.3259v1,"Cumulative distribution networks and the derivative-sum-product
  algorithm",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.3259v1.pdf,2012
1206.3262v1,"Convergent Message-Passing Algorithms for Inference over General Graphs
  with Convex Free Energies",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.3262v1.pdf,2012
1206.3269v1,Bayesian Out-Trees,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.3269v1.pdf,2012
1206.3270v1,Estimation and Clustering with Infinite Rankings,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.3270v1.pdf,2012
1206.3274v1,"Small Sample Inference for Generalization Error in Classification Using
  the CUD Bound",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.3274v1.pdf,2012
1206.3279v1,"The Phylogenetic Indian Buffet Process: A Non-Exchangeable Nonparametric
  Prior for Latent Features",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.3279v1.pdf,2012
1206.3290v1,Modelling local and global phenomena with sparse Gaussian processes,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.3290v1.pdf,2012
1206.3294v1,Flexible Priors for Exemplar-based Clustering,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.3294v1.pdf,2012
1206.3297v1,Hybrid Variational/Gibbs Collapsed Inference in Topic Models,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.3297v1.pdf,2012
1206.3721v1,Constraint-free Graphical Model with Fast Learning Algorithm,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.3721v1.pdf,2012
1206.3881v1,DANCo: Dimensionality from Angle and Norm Concentration,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.3881v1.pdf,2012
1206.4560v1,"Residual Component Analysis: Generalising PCA for more flexible
  inference in linear-Gaussian models",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4560v1.pdf,2012
1206.4599v1,A Unified Robust Classification Model,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4599v1.pdf,2012
1206.4600v1,"Bayesian Nonexhaustive Learning for Online Discovery and Modeling of
  Emerging Classes",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4600v1.pdf,2012
1206.4601v1,Convex Multitask Learning with Flexible Task Clusters,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4601v1.pdf,2012
1206.4607v1,Distributed Tree Kernels,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4607v1.pdf,2012
1206.4611v1,"A Convex Feature Learning Formulation for Latent Task Structure
  Discovery",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4611v1.pdf,2012
1206.4614v1,"Information-theoretic Semi-supervised Metric Learning via Entropy
  Regularization",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4614v1.pdf,2012
1206.4618v1,Compact Hyperplane Hashing with Bilinear Functions,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4618v1.pdf,2012
1206.4620v1,Improved Information Gain Estimates for Decision Tree Induction,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4620v1.pdf,2012
1206.4623v1,On the Size of the Online Kernel Sparsification Dictionary,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4623v1.pdf,2012
1206.4624v1,Robust Multiple Manifolds Structure Learning,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4624v1.pdf,2012
1206.4627v1,"Convergence Rates of Biased Stochastic Optimization for Learning Sparse
  Ising Models",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4627v1.pdf,2012
1206.4628v1,Robust PCA in High-dimension: A Deterministic Approach,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4628v1.pdf,2012
1206.4633v1,"Fast Bounded Online Gradient Descent Algorithms for Scalable
  Kernel-Based Online Learning",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4633v1.pdf,2012
1206.4635v1,Deep Mixtures of Factor Analysers,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4635v1.pdf,2012
1206.4638v1,Efficient Euclidean Projections onto the Intersection of Norm Balls,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4638v1.pdf,2012
1206.4644v1,Groupwise Constrained Reconstruction for Subspace Clustering,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4644v1.pdf,2012
1206.4646v1,Partial-Hessian Strategies for Fast Learning of Nonlinear Embeddings,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4646v1.pdf,2012
1206.4650v1,Analysis of Kernel Mean Matching under Covariate Shift,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4650v1.pdf,2012
1206.4658v1,"Dirichlet Process with Mixed Random Measures: A Nonparametric Topic
  Model for Labeled Data",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4658v1.pdf,2012
1206.4659v1,Max-Margin Nonparametric Latent Feature Models for Link Prediction,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4659v1.pdf,2012
1206.4661v1,Predicting accurate probabilities with a ranking loss,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4661v1.pdf,2012
1206.4663v1,The Convexity and Design of Composite Multiclass Losses,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4663v1.pdf,2012
1206.4664v1,"Tighter Variational Representations of f-Divergences via Restriction to
  Probability Measures",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4664v1.pdf,2012
1206.4665v1,Nonparametric variational inference,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4665v1.pdf,2012
1206.4669v1,Sparse Additive Functional and Kernel CCA,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4669v1.pdf,2012
1206.4671v1,"Dependent Hierarchical Normalized Random Measures for Dynamic Topic
  Modeling",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4671v1.pdf,2012
1206.4672v1,Efficient Active Algorithms for Hierarchical Clustering,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4672v1.pdf,2012
1206.4673v1,Group Sparse Additive Models,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4673v1.pdf,2012
1206.4677v1,"Semi-Supervised Learning of Class Balance under Class-Prior Change by
  Distribution Matching",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4677v1.pdf,2012
1206.4678v1,Linear Regression with Limited Observation,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4678v1.pdf,2012
1206.4679v1,Factorized Asymptotic Bayesian Hidden Markov Models,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4679v1.pdf,2012
1206.4681v1,LPQP for MAP: Putting LP Solvers to Better Use,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4681v1.pdf,2012
1206.4686v1,Discriminative Probabilistic Prototype Learning,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.4686v1.pdf,2012
1206.5036v2,Estimating Densities with Non-Parametric Exponential Families,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.5036v2.pdf,2012
1206.5162v2,Fast Variational Inference in the Conjugate Exponential Family,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.5162v2.pdf,2012
1206.5240v1,Analysis of Semi-Supervised Learning with the Yarowsky Algorithm,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.5240v1.pdf,2012
1206.5241v1,Shift-Invariance Sparse Coding for Audio Classification,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.5241v1.pdf,2012
1206.5243v1,Convergent Propagation Algorithms via Oriented Trees,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.5243v1.pdf,2012
1206.5247v1,Bayesian structure learning using dynamic programming and MCMC,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.5247v1.pdf,2012
1206.5264v1,"Apprenticeship Learning using Inverse Reinforcement Learning and
  Gradient Methods",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.5264v1.pdf,2012
1206.5274v1,"On Discarding, Caching, and Recalling Samples in Active Learning",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.5274v1.pdf,2012
